ds;Open;High;Low;Vol.;Change %;Year;Month;Day;unique_id;Day name;y
2016-05-08 00:00:00;4290.41;4311.49;4245.17;114.91M;-0.0042;2016;5;6;662;6;4311.992628
2016-05-09 00:00:00;4322.69;4363.56;4302.96;115.69M;0.005;2016;5;9;663;2;4322.81
2016-05-10 00:00:00;4338.05;4374.75;4320.29;107.38M;0.0036;2016;5;10;664;3;4338.21
2016-05-11 00:00:00;4335.14;4340.58;4289.38;96.17M;-0.005;2016;5;11;665;4;4316.67
2016-05-12 00:00:00;4295.74;4361.88;4266.96;106.50M;-0.0054;2016;5;12;666;5;4293.27
2016-05-13 00:00:00;4264.77;4335.15;4253.13;102.68M;0.0062;2016;5;13;667;6;4319.99
2016-05-14 00:00:00;4264.77;4335.15;4253.13;102.68M;0.0062;2016;5;13;668;6;4321.160479
2016-05-15 00:00:00;4264.77;4335.15;4253.13;102.68M;0.0062;2016;5;13;669;6;4318.523478
2016-05-16 00:00:00;4290.65;4316.28;4269.63;50.34M;-0.0018;2016;5;16;670;2;4312.28
2016-05-17 00:00:00;4325.11;4362.33;4273.86;104.56M;-0.0034;2016;5;17;671;3;4297.57
2016-05-18 00:00:00;4275.39;4322.23;4267.71;89.94M;0.0051;2016;5;18;672;4;4319.3
2016-05-19 00:00:00;4292.25;4314.23;4274.57;104.57M;-0.0085;2016;5;19;673;5;4282.54
2016-05-20 00:00:00;4323.62;4353.9;4312.5;113.02M;0.0167;2016;5;20;674;6;4353.9
2016-05-21 00:00:00;4323.62;4353.9;4312.5;113.02M;0.0167;2016;5;20;675;6;4347.718107
2016-05-22 00:00:00;4323.62;4353.9;4312.5;113.02M;0.0167;2016;5;20;676;6;4313.59838
2016-05-23 00:00:00;4344.89;4357.08;4300.18;81.25M;-0.0066;2016;5;23;677;2;4325.1
2016-05-24 00:00:00;4309.3;4440.65;4300.42;107.37M;0.0246;2016;5;24;678;3;4431.52
2016-05-25 00:00:00;4457.85;4490.17;4445.79;111.01M;0.0113;2016;5;25;679;4;4481.64
2016-05-26 00:00:00;4478.17;4513.77;4477.02;107.10M;0.0069;2016;5;26;680;5;4512.64
2016-05-27 00:00:00;4498.43;4518.22;4493.06;87.93M;0.0005;2016;5;27;681;6;4514.74
2016-05-28 00:00:00;4498.43;4518.22;4493.06;87.93M;0.0005;2016;5;27;682;6;4520.931834
2016-05-29 00:00:00;4498.43;4518.22;4493.06;87.93M;0.0005;2016;5;27;683;6;4528.048791
2016-05-30 00:00:00;4507.09;4531.18;4503.52;41.23M;0.0032;2016;5;30;684;2;4529.4
2016-05-31 00:00:00;4532.32;4536.63;4496.86;122.22M;-0.0053;2016;5;31;685;3;4505.62
2016-06-01 00:00:00;4502.84;4507.22;4458.3;95.27M;-0.0067;2016;6;1;686;4;4475.39
2016-06-02 00:00:00;4468.84;4486.56;4447.62;96.51M;-0.0021;2016;6;2;687;5;4466
2016-06-03 00:00:00;4477.83;4492.2;4396.63;115.10M;-0.0099;2016;6;3;688;6;4421.78
2016-06-04 00:00:00;4477.83;4492.2;4396.63;115.10M;-0.0099;2016;6;3;689;6;4406.252352
2016-06-05 00:00:00;4477.83;4492.2;4396.63;115.10M;-0.0099;2016;6;3;690;6;4408.585008
2016-06-06 00:00:00;4407.01;4435.63;4407.01;73.06M;0.0004;2016;6;6;691;2;4423.38
2016-06-07 00:00:00;4443.41;4486.47;4441.21;99.29M;0.0119;2016;6;7;692;3;4475.86
2016-06-08 00:00:00;4461.28;4473.29;4435.35;96.42M;-0.0061;2016;6;8;693;4;4448.73
2016-06-09 00:00:00;4437.02;4438.38;4394.52;98.32M;-0.0097;2016;6;9;694;5;4405.61
2016-06-10 00:00:00;4390.81;4390.81;4301.1;123.15M;-0.0224;2016;6;10;695;6;4306.72
2016-06-11 00:00:00;4390.81;4390.81;4301.1;123.15M;-0.0224;2016;6;10;696;6;4267.609101
2016-06-12 00:00:00;4390.81;4390.81;4301.1;123.15M;-0.0224;2016;6;10;697;6;4255.354553
2016-06-13 00:00:00;4253.98;4275.97;4227.02;119.47M;-0.0185;2016;6;13;698;2;4227.02
2016-06-14 00:00:00;4175.21;4199.54;4127.87;140.33M;-0.0229;2016;6;14;699;3;4130.33
2016-06-15 00:00:00;4172.73;4204.01;4162.02;126.38M;0.01;2016;6;15;700;4;4171.58
2016-06-16 00:00:00;4116.5;4162.37;4109.82;121.16M;-0.0045;2016;6;16;701;5;4153.01
2016-06-17 00:00:00;4179.44;4218.53;4170.17;202.73M;0.0098;2016;6;17;702;6;4193.83
2016-06-18 00:00:00;4179.44;4218.53;4170.17;202.73M;0.0098;2016;6;17;703;6;4243.677244
2016-06-19 00:00:00;4179.44;4218.53;4170.17;202.73M;0.0098;2016;6;17;704;6;4295.018406
2016-06-20 00:00:00;4301.19;4351.21;4292.92;118.07M;0.035;2016;6;20;705;2;4340.76
2016-06-21 00:00:00;4335.89;4382.91;4321.46;103.01M;0.0061;2016;6;21;706;3;4367.24
2016-06-22 00:00:00;4398.4;4416.98;4372.35;94.92M;0.0029;2016;6;22;707;4;4380.03
2016-06-23 00:00:00;4404.68;4490.55;4392.52;128.38M;0.0196;2016;6;23;708;5;4465.9
2016-06-24 00:00:00;4114.58;4198.9;4007.97;428.63M;-0.0804;2016;6;24;709;6;4106.73
2016-06-25 00:00:00;4114.58;4198.9;4007.97;428.63M;-0.0804;2016;6;24;710;6;3999.36639
2016-06-26 00:00:00;4114.58;4198.9;4007.97;428.63M;-0.0804;2016;6;24;711;6;3944.128554
2016-06-27 00:00:00;4073.72;4115.47;3955.98;246.40M;-0.0297;2016;6;27;712;2;3984.72
2016-06-28 00:00:00;4074.36;4119.08;4059.9;184.85M;0.0261;2016;6;28;713;3;4088.85
2016-06-29 00:00:00;4139.37;4206.35;4128.08;147.16M;0.026;2016;6;29;714;4;4195.32
2016-06-30 00:00:00;4182.11;4249.53;4155.45;150.82M;0.01;2016;6;30;715;5;4237.48
2016-07-01 00:00:00;4261.09;4288.72;4218.1;119.66M;0.0086;2016;7;1;716;6;4273.96
2016-07-02 00:00:00;4261.09;4288.72;4218.1;119.66M;0.0086;2016;7;1;717;6;4292.418554
2016-07-03 00:00:00;4261.09;4288.72;4218.1;119.66M;0.0086;2016;7;1;718;6;4280.793795
2016-07-04 00:00:00;4288.5;4288.66;4233;74.90M;-0.0091;2016;7;4;719;2;4234.86
2016-07-05 00:00:00;4203.97;4216.06;4148.79;115.39M;-0.0169;2016;7;5;720;3;4163.42
2016-07-06 00:00:00;4127.2;4153.41;4062.07;143.07M;-0.0188;2016;7;6;721;4;4085.3
2016-07-07 00:00:00;4115.5;4167.88;4110.24;102.59M;0.008;2016;7;7;722;5;4117.85
2016-07-08 00:00:00;4106.65;4210.34;4102.68;115.70M;0.0177;2016;7;8;723;6;4190.68
2016-07-09 00:00:00;4106.65;4210.34;4102.68;115.70M;0.0177;2016;7;8;724;6;4222.1946
2016-07-10 00:00:00;4106.65;4210.34;4102.68;115.70M;0.0177;2016;7;8;725;6;4237.257639
2016-07-11 00:00:00;4221.22;4271.71;4207.37;96.27M;0.0176;2016;7;11;726;2;4264.53
2016-07-12 00:00:00;4272.45;4342.67;4270.99;133.05M;0.0157;2016;7;12;727;3;4331.38
2016-07-13 00:00:00;4329.53;4358.67;4321.9;119.98M;0.0009;2016;7;13;728;4;4335.26
2016-07-14 00:00:00;4375.67;4402.23;4345.44;96.17M;0.0116;2016;7;14;729;5;4385.52
2016-07-15 00:00:00;4367.43;4383.69;4342.77;88.33M;-0.003;2016;7;15;730;6;4372.51
2016-07-16 00:00:00;4367.43;4383.69;4342.77;88.33M;-0.003;2016;7;15;731;6;4367.115874
2016-07-17 00:00:00;4367.43;4383.69;4342.77;88.33M;-0.003;2016;7;15;732;6;4363.144632
2016-07-18 00:00:00;4375.09;4408.13;4334.36;72.56M;-0.0034;2016;7;18;733;2;4357.74
2016-07-19 00:00:00;4345.4;4357.34;4304.2;87.35M;-0.0063;2016;7;19;734;3;4330.13
2016-07-20 00:00:00;4354.57;4391.57;4333.36;87.21M;0.0115;2016;7;20;735;4;4379.76
2016-07-21 00:00:00;4382.16;4389.9;4340.94;91.94M;-0.0008;2016;7;21;736;5;4376.25
2016-07-22 00:00:00;4365.38;4398.27;4345.23;73.82M;0.0011;2016;7;22;737;6;4381.1
2016-07-23 00:00:00;4365.38;4398.27;4345.23;73.82M;0.0011;2016;7;22;738;6;4383.742052
2016-07-24 00:00:00;4365.38;4398.27;4345.23;73.82M;0.0011;2016;7;22;739;6;4385.79182
2016-07-25 00:00:00;4381.63;4419.77;4368.06;80.24M;0.0016;2016;7;25;740;2;4388
2016-07-26 00:00:00;4385.32;4405.66;4353.62;90.86M;0.0015;2016;7;26;741;3;4394.77
2016-07-27 00:00:00;4424.6;4469.9;4424.6;112.48M;0.0119;2016;7;27;742;4;4446.96
2016-07-28 00:00:00;4447.21;4474.67;4420.58;107.12M;-0.0059;2016;7;28;743;5;4420.58
2016-07-29 00:00:00;4429.49;4439.81;4408.38;128.78M;0.0044;2016;7;29;744;6;4439.81
2016-07-30 00:00:00;4429.49;4439.81;4408.38;128.78M;0.0044;2016;7;29;745;6;4442.039868
2016-07-31 00:00:00;4429.49;4439.81;4408.38;128.78M;0.0044;2016;7;29;746;6;4432.320545
2016-08-01 00:00:00;4469.99;4477.44;4395.33;89.38M;-0.0069;2016;8;1;747;2;4409.17
2016-08-02 00:00:00;4395.86;4398.2;4320.89;108.91M;-0.0184;2016;8;2;748;3;4327.99
2016-08-03 00:00:00;4346.31;4347.94;4293.34;104.93M;-0.0016;2016;8;3;749;4;4321.08
2016-08-04 00:00:00;4344.18;4359.79;4324.81;87.72M;0.0057;2016;8;4;750;5;4345.63
2016-08-05 00:00:00;4362.94;4416.66;4361.58;93.76M;0.0149;2016;8;5;751;6;4410.55
2016-08-06 00:00:00;4362.94;4416.66;4361.58;93.76M;0.0149;2016;8;5;752;6;4422.449592
2016-08-07 00:00:00;4362.94;4416.66;4361.58;93.76M;0.0149;2016;8;5;753;6;4410.80605
2016-08-08 00:00:00;4419.02;4441.16;4407.32;72.17M;0.0011;2016;8;8;754;2;4415.46
2016-08-09 00:00:00;4412.86;4468.34;4410.72;79.45M;0.0119;2016;8;9;755;3;4468.07
2016-08-10 00:00:00;4443.38;4465.89;4440.56;70.25M;-0.0036;2016;8;10;756;4;4452.01
2016-08-11 00:00:00;4471.3;4503.95;4446.46;70.74M;0.0117;2016;8;11;757;5;4503.95
2016-08-12 00:00:00;4501.06;4510.06;4490.45;64.40M;-0.0008;2016;8;12;758;6;4500.19
2016-08-13 00:00:00;4501.06;4510.06;4490.45;64.40M;-0.0008;2016;8;12;759;6;4501.805868
2016-08-14 00:00:00;4501.06;4510.06;4490.45;64.40M;-0.0008;2016;8;12;760;6;4504.210959
2016-08-15 00:00:00;4503.65;4528;4494.49;44.74M;-0.0005;2016;8;15;761;2;4497.86
2016-08-16 00:00:00;4476.07;4499.59;4457.25;77.91M;-0.0083;2016;8;16;762;3;4460.44
2016-08-17 00:00:00;4475.13;4478.58;4415.33;68.52M;-0.0096;2016;8;17;763;4;4417.68
2016-08-18 00:00:00;4441.2;4447.25;4413.06;64.60M;0.0044;2016;8;18;764;5;4437.06
2016-08-19 00:00:00;4436.09;4436.87;4373.75;76.55M;-0.0082;2016;8;19;765;6;4400.52
2016-08-20 00:00:00;4436.09;4436.87;4373.75;76.55M;-0.0082;2016;8;19;766;6;4386.251873
2016-08-21 00:00:00;4436.09;4436.87;4373.75;76.55M;-0.0082;2016;8;19;767;6;4380.461607
2016-08-22 00:00:00;4397.39;4443.07;4377.7;67.70M;-0.0024;2016;8;22;768;2;4389.94
2016-08-23 00:00:00;4406.34;4436.15;4404;70.08M;0.0072;2016;8;23;769;3;4421.45
2016-08-24 00:00:00;4389.17;4453.73;4382.71;68.73M;0.0032;2016;8;24;770;4;4435.47
2016-08-25 00:00:00;4414.41;4415.31;4377.79;66.04M;-0.0065;2016;8;25;771;5;4406.61
2016-08-26 00:00:00;4399.46;4455.61;4387.71;73.99M;0.008;2016;8;26;772;6;4441.87
2016-08-27 00:00:00;4399.46;4455.61;4387.71;73.99M;0.008;2016;8;26;773;6;4439.105263
2016-08-28 00:00:00;4399.46;4455.61;4387.71;73.99M;0.008;2016;8;26;774;6;4425.950718
2016-08-29 00:00:00;4421.46;4437.82;4390.04;50.03M;-0.004;2016;8;29;775;2;4424.25
2016-08-30 00:00:00;4439.68;4475.02;4438.42;78.31M;0.0075;2016;8;30;776;3;4457.49
2016-08-31 00:00:00;4451.4;4486.84;4438.22;116.00M;-0.0043;2016;8;31;777;4;4438.22
2016-09-01 00:00:00;4448.03;4490.91;4421.97;110.78M;0.0003;2016;9;1;778;5;4439.67
2016-09-02 00:00:00;4461.29;4548.04;4446.5;108.75M;0.0231;2016;9;2;779;6;4542.17
2016-09-03 00:00:00;4461.29;4548.04;4446.5;108.75M;0.0231;2016;9;2;780;6;4547.940429
2016-09-04 00:00:00;4461.29;4548.04;4446.5;108.75M;0.0231;2016;9;2;781;6;4547.113359
2016-09-05 00:00:00;4550.82;4566.55;4541.08;75.72M;-0.0002;2016;9;5;782;2;4541.08
2016-09-06 00:00:00;4556.35;4557.95;4523.44;73.48M;-0.0024;2016;9;6;783;3;4529.96
2016-09-07 00:00:00;4536.95;4561.36;4520.21;77.78M;0.0061;2016;9;7;784;4;4557.66
2016-09-08 00:00:00;4554.15;4569.62;4485.47;97.49M;-0.0034;2016;9;8;785;5;4542.2
2016-09-09 00:00:00;4531.42;4541.76;4481.09;93.65M;-0.0112;2016;9;9;786;6;4491.4
2016-09-10 00:00:00;4531.42;4541.76;4481.09;93.65M;-0.0112;2016;9;9;787;6;4470.541188
2016-09-11 00:00:00;4531.42;4541.76;4481.09;93.65M;-0.0112;2016;9;9;788;6;4460.895038
2016-09-12 00:00:00;4415.23;4439.8;4386.11;101.41M;-0.0115;2016;9;12;789;2;4439.8
2016-09-13 00:00:00;4463.26;4470.26;4387.18;94.79M;-0.0119;2016;9;13;790;3;4387.18
2016-09-14 00:00:00;4407.45;4407.48;4360.95;110.47M;-0.0039;2016;9;14;791;4;4370.26
2016-09-15 00:00:00;4357.29;4381.54;4341.04;105.47M;0.0007;2016;9;15;792;5;4373.22
2016-09-16 00:00:00;4359.87;4380.13;4310.88;214.51M;-0.0093;2016;9;16;793;6;4332.45
2016-09-17 00:00:00;4359.87;4380.13;4310.88;214.51M;-0.0093;2016;9;16;794;6;4346.88102
2016-09-18 00:00:00;4359.87;4380.13;4310.88;214.51M;-0.0093;2016;9;16;795;6;4376.624673
2016-09-19 00:00:00;4368.85;4398.97;4368.85;83.24M;0.0143;2016;9;19;796;2;4394.19
2016-09-20 00:00:00;4383.31;4419.9;4375.57;75.06M;-0.0013;2016;9;20;797;3;4388.6
2016-09-21 00:00:00;4439.7;4451.32;4408.3;84.82M;0.0048;2016;9;21;798;4;4409.55
2016-09-22 00:00:00;4444.5;4528.89;4443.67;116.20M;0.0227;2016;9;22;799;5;4509.82
2016-09-23 00:00:00;4494.5;4498.35;4476.86;87.63M;-0.0047;2016;9;23;800;6;4488.69
2016-09-24 00:00:00;4494.5;4498.35;4476.86;87.63M;-0.0047;2016;9;23;801;6;4461.602253
2016-09-25 00:00:00;4494.5;4498.35;4476.86;87.63M;-0.0047;2016;9;23;802;6;4434.019208
2016-09-26 00:00:00;4455.59;4455.59;4402.13;88.90M;-0.018;2016;9;26;803;2;4407.85
2016-09-27 00:00:00;4436;4438.59;4362.93;94.61M;-0.0021;2016;9;27;804;3;4398.68
2016-09-28 00:00:00;4413.12;4460.83;4413.12;80.89M;0.0077;2016;9;28;805;4;4432.45
2016-09-29 00:00:00;4490.55;4505.3;4434.09;82.92M;0.0026;2016;9;29;806;5;4443.84
2016-09-30 00:00:00;4383.7;4463.39;4342.64;126.88M;0.001;2016;9;30;807;6;4448.26
2016-10-01 00:00:00;4383.7;4463.39;4342.64;126.88M;0.001;2016;9;30;808;6;4450.624626
2016-10-02 00:00:00;4383.7;4463.39;4342.64;126.88M;0.001;2016;9;30;809;6;4451.445622
2016-10-03 00:00:00;4447.54;4465.29;4432.77;63.62M;0.0012;2016;10;3;810;2;4453.56
2016-10-04 00:00:00;4458.67;4521.36;4453.67;98.84M;0.0111;2016;10;4;811;3;4503.09
2016-10-05 00:00:00;4462.72;4499.38;4441.25;101.32M;-0.0029;2016;10;5;812;4;4489.95
2016-10-06 00:00:00;4500.36;4511.88;4470.12;102.18M;-0.0022;2016;10;6;813;5;4480.1
2016-10-07 00:00:00;4480.53;4487.18;4444.32;121.06M;-0.0067;2016;10;7;814;6;4449.91
2016-10-08 00:00:00;4480.53;4487.18;4444.32;121.06M;-0.0067;2016;10;7;815;6;4460.118526
2016-10-09 00:00:00;4480.53;4487.18;4444.32;121.06M;-0.0067;2016;10;7;816;6;4490.862951
2016-10-10 00:00:00;4458.07;4500.46;4428.73;90.18M;0.0106;2016;10;10;817;2;4497.26
2016-10-11 00:00:00;4490.83;4520.18;4469.3;101.65M;-0.0057;2016;10;11;818;3;4471.74
2016-10-12 00:00:00;4467.09;4474.2;4442.02;102.31M;-0.0044;2016;10;12;819;4;4452.24
2016-10-13 00:00:00;4421.81;4421.81;4370.65;110.10M;-0.0106;2016;10;13;820;5;4405.17
2016-10-14 00:00:00;4424.25;4497.65;4424.25;94.97M;0.0149;2016;10;14;821;6;4470.92
2016-10-15 00:00:00;4424.25;4497.65;4424.25;94.97M;0.0149;2016;10;14;822;6;4467.065088
2016-10-16 00:00:00;4424.25;4497.65;4424.25;94.97M;0.0149;2016;10;14;823;6;4445.407427
2016-10-17 00:00:00;4452.72;4474.33;4439.91;71.56M;-0.0046;2016;10;17;824;2;4450.23
2016-10-18 00:00:00;4479.68;4515.61;4474.84;90.35M;0.0132;2016;10;18;825;3;4508.91
2016-10-19 00:00:00;4513.49;4528.97;4495.94;85.90M;0.0025;2016;10;19;826;4;4520.3
2016-10-20 00:00:00;4528.66;4552.24;4500.65;99.87M;0.0044;2016;10;20;827;5;4540.12
2016-10-21 00:00:00;4546.65;4555.11;4517.8;107.42M;-0.0009;2016;10;21;828;6;4536.07
2016-10-22 00:00:00;4546.65;4555.11;4517.8;107.42M;-0.0009;2016;10;21;829;6;4542.225985
2016-10-23 00:00:00;4546.65;4555.11;4517.8;107.42M;-0.0009;2016;10;21;830;6;4551.053143
2016-10-24 00:00:00;4551.73;4579.28;4551.73;86.42M;0.0036;2016;10;24;831;2;4552.58
2016-10-25 00:00:00;4560.46;4570.63;4528.03;93.91M;-0.0026;2016;10;25;832;3;4540.84
2016-10-26 00:00:00;4523.96;4539.07;4496.97;92.74M;-0.0014;2016;10;26;833;4;4534.59
2016-10-27 00:00:00;4526.34;4556.74;4502.55;102.79M;-0.0002;2016;10;27;834;5;4533.57
2016-10-28 00:00:00;4515.25;4554.35;4504.5;99.28M;0.0033;2016;10;28;835;6;4548.58
2016-10-29 00:00:00;4515.25;4554.35;4504.5;99.28M;0.0033;2016;10;28;836;6;4546.802
2016-10-30 00:00:00;4515.25;4554.35;4504.5;99.28M;0.0033;2016;10;28;837;6;4533.450189
2016-10-31 00:00:00;4525.6;4540.26;4500.19;91.10M;-0.0086;2016;10;31;838;2;4509.26
2016-11-01 00:00:00;4532.34;4537.99;4460.54;81.80M;-0.0086;2016;11;1;839;3;4470.28
2016-11-02 00:00:00;4437.99;4449.44;4414.67;96.99M;-0.0124;2016;11;2;840;4;4414.67
2016-11-03 00:00:00;4402.79;4456.21;4399.29;101.39M;-0.0007;2016;11;3;841;5;4411.68
2016-11-04 00:00:00;4403.16;4403.64;4355.81;101.73M;-0.0078;2016;11;4;842;6;4377.46
2016-11-05 00:00:00;4403.16;4403.64;4355.81;101.73M;-0.0078;2016;11;4;843;6;4399.096825
2016-11-06 00:00:00;4403.16;4403.64;4355.81;101.73M;-0.0078;2016;11;4;844;6;4432.395394
2016-11-07 00:00:00;4440.11;4464.23;4430.13;89.70M;0.0191;2016;11;7;845;2;4461.21
2016-11-08 00:00:00;4454.58;4482.59;4446.39;116.29M;0.0035;2016;11;8;846;3;4476.89
2016-11-09 00:00:00;4350.07;4543.48;4344.88;204.61M;0.0149;2016;11;9;847;4;4543.48
2016-11-10 00:00:00;4577.01;4606.66;4502.74;225.21M;-0.0028;2016;11;10;848;5;4530.95
2016-11-11 00:00:00;4545.05;4553.79;4473.35;124.80M;-0.0092;2016;11;11;849;6;4489.27
2016-11-12 00:00:00;4545.05;4553.79;4473.35;124.80M;-0.0092;2016;11;11;850;6;4484.541072
2016-11-13 00:00:00;4545.05;4553.79;4473.35;124.80M;-0.0092;2016;11;11;851;6;4493.445159
2016-11-14 00:00:00;4528.05;4560.88;4492.03;132.89M;0.0043;2016;11;14;852;2;4508.55
2016-11-15 00:00:00;4524.98;4541.46;4504.35;112.08M;0.0062;2016;11;15;853;3;4536.53
2016-11-16 00:00:00;4545.89;4548.83;4479.94;102.20M;-0.0078;2016;11;16;854;4;4501.14
2016-11-17 00:00:00;4494.53;4527.77;4482.58;88.44M;0.0059;2016;11;17;855;5;4527.77
2016-11-18 00:00:00;4547.05;4551.63;4496.74;106.65M;-0.0052;2016;11;18;856;6;4504.35
2016-11-19 00:00:00;4547.05;4551.63;4496.74;106.65M;-0.0052;2016;11;18;857;6;4509.283164
2016-11-20 00:00:00;4547.05;4551.63;4496.74;106.65M;-0.0052;2016;11;18;858;6;4517.855448
2016-11-21 00:00:00;4525.46;4540.9;4479.69;84.15M;0.0056;2016;11;21;859;2;4529.58
2016-11-22 00:00:00;4561.7;4571.79;4541.58;125.79M;0.0041;2016;11;22;860;3;4548.35
2016-11-23 00:00:00;4557.93;4559.21;4509.02;102.20M;-0.0042;2016;11;23;861;4;4529.21
2016-11-24 00:00:00;4537.27;4552.04;4520.49;57.01M;0.0029;2016;11;24;862;5;4542.56
2016-11-25 00:00:00;4548.85;4555.47;4524.34;64.86M;0.0017;2016;11;25;863;6;4550.27
2016-11-26 00:00:00;4548.85;4555.47;4524.34;64.86M;0.0017;2016;11;25;864;6;4538.224288
2016-11-27 00:00:00;4548.85;4555.47;4524.34;64.86M;0.0017;2016;11;25;865;6;4513.49249
2016-11-28 00:00:00;4544.09;4545.14;4499.2;82.98M;-0.0088;2016;11;28;866;2;4510.39
2016-11-29 00:00:00;4506.91;4551.46;4494.37;89.27M;0.0091;2016;11;29;867;3;4551.46
2016-11-30 00:00:00;4548.98;4597.54;4547.58;143.64M;0.0059;2016;11;30;868;4;4578.34
2016-12-01 00:00:00;4571.2;4582.83;4541.02;111.64M;-0.0039;2016;12;1;869;5;4560.61
2016-12-02 00:00:00;4527.84;4545.25;4490.15;102.07M;-0.007;2016;12;2;870;6;4528.82
2016-12-03 00:00:00;4527.84;4545.25;4490.15;102.07M;-0.007;2016;12;2;871;6;4519.809191
2016-12-04 00:00:00;4527.84;4545.25;4490.15;102.07M;-0.007;2016;12;2;872;6;4534.314566
2016-12-05 00:00:00;4506.66;4605.56;4502.2;111.54M;0.01;2016;12;5;873;2;4574.32
2016-12-06 00:00:00;4576.87;4639.91;4558.9;122.98M;0.0126;2016;12;6;874;3;4631.94
2016-12-07 00:00:00;4676.61;4694.72;4658.73;141.48M;0.0136;2016;12;7;875;4;4694.72
2016-12-08 00:00:00;4709.89;4748.51;4688.58;154.26M;0.0087;2016;12;8;876;5;4735.48
2016-12-09 00:00:00;4741.1;4780.52;4737.38;125.38M;0.006;2016;12;9;877;6;4764.07
2016-12-10 00:00:00;4741.1;4780.52;4737.38;125.38M;0.006;2016;12;9;878;6;4770.60192
2016-12-11 00:00:00;4741.1;4780.52;4737.38;125.38M;0.006;2016;12;9;879;6;4761.613789
2016-12-12 00:00:00;4769.84;4780.95;4754.15;101.41M;-0.0007;2016;12;12;880;2;4760.77
2016-12-13 00:00:00;4754.22;4807.88;4746.55;113.89M;0.0091;2016;12;13;881;3;4803.87
2016-12-14 00:00:00;4778.96;4790.63;4765.01;112.78M;-0.0072;2016;12;14;882;4;4769.24
2016-12-15 00:00:00;4776.83;4830.3;4776.33;145.55M;0.0105;2016;12;15;883;5;4819.23
2016-12-16 00:00:00;4815.35;4856.96;4804.7;212.72M;0.0029;2016;12;16;884;6;4833.27
2016-12-17 00:00:00;4815.35;4856.96;4804.7;212.72M;0.0029;2016;12;16;885;6;4831.390443
2016-12-18 00:00:00;4815.35;4856.96;4804.7;212.72M;0.0029;2016;12;16;886;6;4824.132338
2016-12-19 00:00:00;4820.49;4829.55;4812.08;97.78M;-0.0022;2016;12;19;887;2;4822.77
2016-12-20 00:00:00;4822.3;4852.58;4815.23;90.49M;0.0056;2016;12;20;888;3;4849.89
2016-12-21 00:00:00;4831.56;4851.52;4821.24;68.69M;-0.0033;2016;12;21;889;4;4833.82
2016-12-22 00:00:00;4825.15;4841.65;4818.81;67.75M;0.0002;2016;12;22;890;5;4834.63
2016-12-23 00:00:00;4837.41;4844.8;4825.93;49.86M;0.001;2016;12;23;891;6;4839.68
2016-12-24 00:00:00;4837.41;4844.8;4825.93;49.86M;0.001;2016;12;23;892;6;4842.530861
2016-12-25 00:00:00;4837.41;4844.8;4825.93;49.86M;0.001;2016;12;23;893;6;4844.795209
2016-12-26 00:00:00;4837.41;4844.8;4825.93;49.86M;0.001;2016;12;23;894;6;4846.651952
2016-12-27 00:00:00;4840.17;4852.55;4837;36.21M;0.0018;2016;12;27;895;3;4848.28
2016-12-28 00:00:00;4846.14;4851.51;4840.14;50.90M;-0.0001;2016;12;28;896;4;4848.01
2016-12-29 00:00:00;4824.75;4845.67;4822.29;46.55M;-0.002;2016;12;29;897;5;4838.47
2016-12-30 00:00:00;4837.68;4864.29;4825.14;54.70M;0.0049;2016;12;30;898;6;4862.31
2016-12-31 00:00:00;4837.68;4864.29;4825.14;54.70M;0.0049;2016;12;30;899;6;4869.642981
2017-01-01 00:00:00;4837.68;4864.29;4825.14;54.70M;0.0049;2016;12;30;900;6;4874.287923
2017-01-02 00:00:00;4845.96;4896.01;4843.93;35.37M;0.0041;2017;1;2;901;2;4882.38
2017-01-03 00:00:00;4904.77;4929.6;4896.11;85.16M;0.0035;2017;1;3;902;3;4899.33
2017-01-04 00:00:00;4912.95;4913.94;4879.23;79.67M;0;2017;1;4;903;4;4899.4
2017-01-05 00:00:00;4881.72;4905.84;4874.79;90.82M;0.0003;2017;1;5;904;5;4900.64
2017-01-06 00:00:00;4885.19;4911.49;4874.42;75.99M;0.0019;2017;1;6;905;6;4909.84
2017-01-07 00:00:00;4885.19;4911.49;4874.42;75.99M;0.0019;2017;1;6;906;6;4904.362085
2017-01-08 00:00:00;4885.19;4911.49;4874.42;75.99M;0.0019;2017;1;6;907;6;4893.300461
2017-01-09 00:00:00;4915.35;4915.6;4867.83;74.96M;-0.0045;2017;1;9;908;2;4887.57
2017-01-10 00:00:00;4894.45;4906.15;4868.5;95.68M;0.0001;2017;1;10;909;3;4888.23
2017-01-11 00:00:00;4890.04;4916.48;4856.5;102.73M;0.0001;2017;1;11;910;4;4888.71
2017-01-12 00:00:00;4873.01;4889.21;4857.44;102.49M;-0.0051;2017;1;12;911;5;4863.97
2017-01-13 00:00:00;4889.45;4924.58;4883.06;109.57M;0.012;2017;1;13;912;6;4922.49
2017-01-14 00:00:00;4889.45;4924.58;4883.06;109.57M;0.012;2017;1;13;913;6;4913.831888
2017-01-15 00:00:00;4889.45;4924.58;4883.06;109.57M;0.012;2017;1;13;914;6;4900.469164
2017-01-16 00:00:00;4883.43;4911.39;4879.8;74.15M;-0.0082;2017;1;16;915;2;4882.18
2017-01-17 00:00:00;4865.19;4889.16;4841.68;90.45M;-0.0046;2017;1;17;916;3;4859.69
